Name	Accession	Name	Accession	Score
GNAI3	IPI00220578	GNAO1	IPI00220281	3073.425
GNAO1	IPI00220281	GNAZ	IPI00328128	3073.425
MAPK3	IPI00018195	SSH2	IPI00377071	3040.3
CDK2	IPI00031681	CCNB1	IPI00294696	3018
SMC2L1	IPI00007927	CNAP1	IPI00299524	2967.025
STX11	IPI00026128	STX4A	IPI00029730	2963.525
TXK	IPI00000879	ZAP70	IPI00329789	2948.65
LSM3	IPI00219229	SNRPD3	IPI00017964	2948.65
RAD21	IPI00006715	CSPG6	IPI00219420	2906.5
LIG1	IPI00219841	FEN1	IPI00026215	2906.5
STAT5A	IPI00030783	STAT3	IPI00298887	2899.875
IDH3B	IPI00304417	IDH3A	IPI00030702	2889.6
RFX2	IPI00298182	RFX3	IPI00102829	2889.6
DIAPH1	IPI00030876	ACTG1	IPI00021439	2870.2
COPB2	IPI00220219	COPA	IPI00295857	2870.2
CHMP6	IPI00305423	VPS4A	IPI00411356	2849.475
HAND1	IPI00014052	CREBBP	IPI00023339	2822.975
POLR2H	IPI00003309	POLR2G	IPI00218895	2739.075
STAT1	IPI00030781	STAT4	IPI00000106	2694.85
STAT6	IPI00030782	STAT3	IPI00298887	2694.85
RANBP1	IPI00414127	TNPO1	IPI00024364	2693.6
EXOSC4	IPI00218310	EXOSC5	IPI00015955	2693.6
WASL	IPI00011676	ACTR3	IPI00028091	2666.825
WASL	IPI00011676	CD2AP	IPI00412771	2666.825
NXF2	IPI00004931	NXF3	IPI00004930	2633.425
EIF3S9	IPI00396370	EIF3S10	IPI00029012	2560.75
PIAS1	IPI00220424	SMAD3	IPI00024305	2550.825
PIAS1	IPI00220424	SMAD2	IPI00019548	2522.725
SKI	IPI00220921	SMAD2	IPI00019548	2518.3
JAK2	IPI00031016	STAT6	IPI00030782	2511.15
FOS	IPI00033008	JUN	IPI00008965	2511.15
HDAC1	IPI00013774	CSNK2A1	IPI00016613	2447.6675
STX11	IPI00026128	STX3A	IPI00395768	2426.665
GNAI3	IPI00220578	GNAI1	IPI00337415	2388.735
STAT6	IPI00030782	STAT4	IPI00000106	2381.62
LSM8	IPI00219871	LSM3	IPI00219229	2375.8175
LSM8	IPI00219871	SNRPD3	IPI00017964	2375.8175
TBP	IPI00022831	GTF2A2	IPI00004353	2357.645
PROC	IPI00021817	SERPING1	IPI00291866	2338.1525
PSMC2	IPI00021435	PSMD2	IPI00012268	2292.9675
SF3B4	IPI00017339	SF3A1	IPI00017451	2286.5375
KPNA2	IPI00002214	RELB	IPI00221034	2280.395
STAT5A	IPI00030783	SHC3	IPI00409679	2270.09
GGA3	IPI00021174	CLTC	IPI00024067	2267.045
ZAP70	IPI00329789	CBLB	IPI00292856	2210.23
GRB2	IPI00021327	SOS1	IPI00020131	2160.8675
RFC4	IPI00017381	RFC1	IPI00375359	2121.33
RFC1	IPI00375359	RFC3	IPI00031521	2121.33
ZFHX1B	IPI00654559	CREBBP	IPI00023339	2088.73
HCLS1	IPI00026156	CRKL	IPI00004839	2031.205
CRKL	IPI00004839	BCAR1	IPI00011998	2018.9375
F2	IPI00019568	SERPINA6	IPI00027482	2012.545
SH2D1A	IPI00032401	ZAP70	IPI00329789	1999.8075
SNRPE	IPI00029266	SNRPF	IPI00220528	1999.8075
SNRPE	IPI00029266	SNRPG	IPI00016572	1999.8075
SNRPE	IPI00029266	SNRPD1	IPI00302850	1999.8075
SNRPE	IPI00029266	SNRPD2	IPI00017963	1999.8075
SNRPE	IPI00029266	SNRPD3	IPI00017964	1999.8075
SNRPE	IPI00029266	LSM7	IPI00007163	1999.8075
SNRPE	IPI00029266	LSM5	IPI00220493	1999.8075
SERPING1	IPI00291866	HGFAC	IPI00029193	1995.055
ZAP70	IPI00329789	LCK	IPI00394952	1995.055
TRAF5	IPI00005760	TRAF1	IPI00011549	1944.865
CBL	IPI00027269	GRB2	IPI00021327	1911.63
STAT5B	IPI00103415	STAT3	IPI00298887	1911.63
RHEB	IPI00016669	SMAD2	IPI00019548	1907.505
KPNA6	IPI00155940	KPNB1	IPI00001639	1903.6
CDK2	IPI00031681	CKS2	IPI00015105	1855.9125
GNA14	IPI00000695	GNAI3	IPI00220578	1821.275
GNAI3	IPI00220578	GNAZ	IPI00328128	1821.275
F2	IPI00019568	SERPINA10	IPI00007199	1806.9675
F9	IPI00296176	SERPIND1	IPI00292950	1806.9675
CTPS	IPI00290142	PRKCE	IPI00024539	1806.835
WASPIP	IPI00552369	FYN	IPI00219012	1804.95
WASPIP	IPI00552369	GRB2	IPI00021327	1804.95
SNRPG	IPI00016572	SNRPD1	IPI00302850	1794.3725
SNRPD2	IPI00017963	SNRPD3	IPI00017964	1794.3725
HCK	IPI00029769	FGR	IPI00016871	1787.2325
FGR	IPI00016871	LYN	IPI00298625	1787.2325
INSR	IPI00025803	YWHAB	IPI00216318	1743.0125
SYK	IPI00018597	LYN	IPI00298625	1717.225
TAF6	IPI00028579	TAF12	IPI00002806	1674.13
STAT5A	IPI00030783	MAP2K3	IPI00218858	1672.5725
NR4A2	IPI00018033	RPS6KA2	IPI00300321	1672.5725
HNRPR	IPI00012074	SYNCRIP	IPI00018140	1671.78
GRB2	IPI00021327	CBLB	IPI00292856	1647.54
F9	IPI00296176	SERPINC1	IPI00032179	1618.7375
PPFIA3	IPI00398364	PPFIA1	IPI00163496	1596.17
GGA3	IPI00021174	GGA2	IPI00296772	1596.17
TRAF5	IPI00005760	TRAF6	IPI00184511	1592.54
INHBA	IPI00028670	INHBB	IPI00297026	1560.53
STX11	IPI00026128	VAMP2	IPI00553138	1559.77
VAV1	IPI00011696	LYN	IPI00298625	1538.345
CSK	IPI00013212	STAT6	IPI00030782	1538.345
LSM3	IPI00219229	SNRPD1	IPI00302850	1538.345
CHMP2A	IPI00004416	CHMP4C	IPI00060414	1507.54
CHMP2A	IPI00004416	CHMP4B	IPI00025974	1507.54
VAMP3	IPI00549343	VTI1A	IPI00059472	1507.54
PDGFRB	IPI00015902	PRKCA	IPI00385449	1500.2825
ARPC2	IPI00005161	ARPC3	IPI00005162	1494.225
EIF2S3	IPI00297982	EIF2B1	IPI00221300	1494.225
STX4A	IPI00029730	STX3A	IPI00395768	1470.1225
PRKCE	IPI00024539	CD2AP	IPI00412771	1455.9975
XPO1	IPI00298961	RANBP3	IPI00026337	1450.7925
PSMC3	IPI00018398	PSMC5	IPI00023919	1450.7925
RFC5	IPI00031514	PSMC4	IPI00020042	1450.7925
PSMC4	IPI00020042	PSMC1	IPI00011126	1450.7925
PSMC4	IPI00020042	PSMC5	IPI00023919	1450.7925
RANBP3	IPI00026337	RAN	IPI00643041	1450.7925
KCNJ2	IPI00007614	LIN7B	IPI00005566	1447.835
STX4A	IPI00029730	VAMP3	IPI00549343	1429.9675
STX3A	IPI00395768	VAMP3	IPI00549343	1429.9675
PSMA2	IPI00219622	PSMB7	IPI00003217	1383.4275
PSMB7	IPI00003217	PSMA3	IPI00419249	1383.4275
JAK2	IPI00031016	TYK2	IPI00022353	1381.205
JAK2	IPI00031016	SYK	IPI00018597	1381.205
CCNE2	IPI00014085	RBL1	IPI00005139	1373.89
RBL1	IPI00005139	CCND2	IPI00025810	1373.89
GRB2	IPI00021327	SHC3	IPI00409679	1373.89
EFNB2	IPI00005126	EPHA5	IPI00008290	1364.9875
CSNK2B	IPI00010865	SSRP1	IPI00005154	1361.46
KPNA6	IPI00155940	CSE1L	IPI00022744	1336.8875
NR4A2	IPI00018033	RPS6KA1	IPI00017305	1325.965
MEF2C	IPI00289092	CREBBP	IPI00023339	1325.965
F10	IPI00019576	AMBP	IPI00022426	1317.1275
F10	IPI00019576	HGFAC	IPI00029193	1317.1275
GRAP2	IPI00026928	LCK	IPI00394952	1309.2875
C1R	IPI00296165	SERPING1	IPI00291866	1309.2875
PLG	IPI00019580	SERPINA1	IPI00553177	1309.2875
SH3BP2	IPI00219071	LYN	IPI00298625	1309.2875
MAPK3	IPI00018195	ARRB2	IPI00027355	1302.32
STXBP3	IPI00297626	VAMP4	IPI00299667	1282.1975
SNAP23	IPI00010438	STX7	IPI00289876	1255.205
STAT1	IPI00030781	GRAP	IPI00013864	1254.685
STAT1	IPI00030781	SHC3	IPI00409679	1254.685
SMAD2	IPI00019548	SMURF2	IPI00329664	1254.685
RANBP1	IPI00414127	CHC1	IPI00001661	1222.5375
KPNB1	IPI00001639	NUP153	IPI00514528	1213.9475
HLA-B	IPI00004657	HLA-F	IPI00646822	1212.125
HLA-B	IPI00004657	HLA-E	IPI00010362	1212.125
BMP2	IPI00025069	BMP5	IPI00024886	1208.77
EPHB2	IPI00021275	EFNB2	IPI00005126	1180.67
EFNB2	IPI00005126	EPHB3	IPI00289329	1180.67
F10	IPI00019576	PROC	IPI00021817	1179.925
VAV1	IPI00011696	CSK	IPI00013212	1172.9025
TYK2	IPI00022353	CSK	IPI00013212	1172.9025
TYK2	IPI00022353	STAT6	IPI00030782	1172.9025
ZAP70	IPI00329789	JAK1	IPI00011633	1172.9025
ZAP70	IPI00329789	LCP2	IPI00297169	1155.705
PRKCA	IPI00385449	PARD6A	IPI00027217	1153.505
NSF	IPI00006451	STX12	IPI00329332	1140.8775
PCNA	IPI00021700	RFC2	IPI00017412	1140.41
HCK	IPI00029769	SHC2	IPI00401979	1130.32
ZAP70	IPI00329789	SHC2	IPI00401979	1130.32
EIF4G2	IPI00015952	CSNK2A1	IPI00016613	1128.4975
WAS	IPI00001545	CFL1	IPI00012011	1122.7425
KPNA6	IPI00155940	RAN	IPI00643041	1119.5325
LSM8	IPI00219871	LSM5	IPI00220493	1112.8825
EFNA1	IPI00025840	EPHA5	IPI00008290	1099.815
PRKCA	IPI00385449	ACTG1	IPI00021439	1099.515
F2	IPI00019568	F5	IPI00478809	1092.675
F9	IPI00296176	SERPING1	IPI00291866	1092.675
F9	IPI00296176	SERPINA10	IPI00007199	1092.675
F10	IPI00019576	F5	IPI00478809	1092.675
CBX5	IPI00024662	HIST1H3A	IPI00465070	1082.5725
SMAD3	IPI00024305	SMURF2	IPI00329664	1079.96
VAMP2	IPI00553138	STX4A	IPI00029730	1072.9325
CHC1	IPI00001661	RAN	IPI00643041	1071.0625
VAV1	IPI00011696	SHC3	IPI00409679	1064.9
NCK2	IPI00306531	SHC3	IPI00409679	1049.29
HLA-A	IPI00647634	HLA-F	IPI00646822	1043.3275
HLA-A	IPI00647634	HLA-E	IPI00010362	1043.3275
HLA-C	IPI00642409	HLA-F	IPI00646822	1043.3275
HLA-C	IPI00642409	HLA-E	IPI00010362	1043.3275
HLA-G	IPI00015988	HLA-F	IPI00646822	1043.3275
HLA-G	IPI00015988	HLA-E	IPI00010362	1043.3275
MTA2	IPI00171798	HDAC1	IPI00013774	1024.995
EPHA8	IPI00021274	EFNB2	IPI00005126	1023.16
STAM2	IPI00290542	TSG101	IPI00018434	1014.725
WAS	IPI00001545	GRAP	IPI00013864	1014.725
CSF1R	IPI00011218	STAT5A	IPI00030783	1012.0025
TUBA1	IPI00007750	TUBB2A	IPI00013475	1007.625
MSH6	IPI00384456	CCNB1	IPI00294696	953.34
NCK1	IPI00028065	SHC3	IPI00409679	945.87
EPHA1	IPI00294250	EFNB2	IPI00005126	942.3625
EPHA2	IPI00021267	EFNB2	IPI00005126	942.3625
EFNB2	IPI00005126	EPHB4	IPI00289342	942.3625
TIA1	IPI00291398	EIF4G2	IPI00015952	941.665
JAK2	IPI00031016	LYN	IPI00298625	934.525
JAK2	IPI00031016	SH3BP2	IPI00219071	932.3375
SNAP23	IPI00010438	STX11	IPI00026128	930.235
SNAP23	IPI00010438	STX4A	IPI00029730	930.235
SNAP23	IPI00010438	STX3A	IPI00395768	930.235
H2AFX	IPI00219037	HTATIP	IPI00394657	921.4475
ACTG1	IPI00021439	WRNIP1	IPI00290314	921.4475
CALM2	IPI00075248	CAMK1D	IPI00170508	921.4475
CSF1R	IPI00011218	STAT6	IPI00030782	919.02
HNRPR	IPI00012074	TIAL1	IPI00005615	909.7925
PCNA	IPI00021700	MSH2	IPI00017303	905.6825
RPS7	IPI00013415	EIF3S10	IPI00029012	905.6825
FOSL2	IPI00011593	JUNB	IPI00013439	905.1075
REM1	IPI00289912	PRKCG	IPI00007128	903.1675
PSMA7	IPI00024175	PSMB4	IPI00556607	891.0425
HCLS1	IPI00026156	ACTG1	IPI00021439	889.22
F2	IPI00019568	SERPINF1	IPI00006114	882.2425
F9	IPI00296176	F5	IPI00478809	882.2425
TBP	IPI00022831	RUVBL2	IPI00009104	875.445
POLR2A	IPI00031627	POLR2H	IPI00003309	856.1175
VAMP2	IPI00553138	STX3A	IPI00395768	852.2275
MAP2K2	IPI00003783	RPS6KA3	IPI00020898	850.6175
EIF2S1	IPI00219678	EIF2B1	IPI00221300	842.945
EIF2B5	IPI00011898	EIF2B1	IPI00221300	842.945
PDCD6IP	IPI00246058	CHMP4A	IPI00023068	842.945
NCK1	IPI00028065	JAK1	IPI00011633	837.1775
JAK2	IPI00031016	VAV1	IPI00011696	835.2175
JAK2	IPI00031016	BTK	IPI00029132	835.2175
NCK1	IPI00028065	ZAP70	IPI00329789	835.2175
TYK2	IPI00022353	STAT5A	IPI00030783	835.2175
ACTB	IPI00021440	EEF1A1	IPI00025447	829.6025
CBL	IPI00027269	SHC3	IPI00409679	824.805
EIF5	IPI00022648	EIF3S8	IPI00016910	823.2775
CHMP4C	IPI00060414	VPS4A	IPI00411356	821.915
CHMP4B	IPI00025974	VPS4A	IPI00411356	821.915
GNAI3	IPI00220578	GNAI2	IPI00465121	820.58
CDK2	IPI00031681	MSH6	IPI00384456	820.58
CDK2	IPI00031681	CDC6	IPI00014575	820.58
WASL	IPI00011676	NCK1	IPI00028065	816.195
WASL	IPI00011676	CRKL	IPI00004839	816.195
RBBP4	IPI00328319	MTA1	IPI00012773	810.825
ACVR2A	IPI00015691	ACVR1B	IPI00005732	808.0025
SYK	IPI00018597	BLNK	IPI00002434	804.385
HLA-F	IPI00646822	HLA-E	IPI00010362	795.4775
NUP98	IPI00337397	NUP153	IPI00514528	793.1275
PSMD12	IPI00185374	COPS5	IPI00009958	791.6125
F2	IPI00019568	GGCX	IPI00305698	790.3425
NCBP2	IPI00183500	PABPC4	IPI00012726	783.0975
RELB	IPI00221034	RELA	IPI00386448	782.66
HDAC1	IPI00013774	ZNFN1A2	IPI00007757	781.5
EFNB2	IPI00005126	EPHB1	IPI00008315	763.3325
TSHB	IPI00000851	LHB	IPI00000854	757.14
APOH	IPI00298828	SERPINC1	IPI00032179	757.14
SMC2L1	IPI00007927	SMC4L1	IPI00411559	756.8975
PSMC2	IPI00021435	PSMC5	IPI00023919	756.8975
SOS1	IPI00020131	SHC3	IPI00409679	743.51
JUN	IPI00008965	FOSL2	IPI00011593	741.1425
HTR2C	IPI00002876	GNAI1	IPI00337415	741.1425
STAT6	IPI00030782	ZAP70	IPI00329789	741.1425
CDK4	IPI00007811	ACVR1B	IPI00005732	737.14
PRKD1	IPI00014878	PDLIM5	IPI00007935	736.3925
TAF7	IPI00018111	TAF12	IPI00002806	732.8625
TAF7	IPI00018111	TAF9	IPI00002993	732.8625
HBG1	IPI00554676	HBZ	IPI00410714	727.805
EIF3S4	IPI00290460	EIF3S10	IPI00029012	725.3425
HCK	IPI00029769	LYN	IPI00298625	720.5925
VAV1	IPI00011696	SYK	IPI00018597	720.5925
VAV1	IPI00011696	JAK1	IPI00011633	720.5925
TYK2	IPI00022353	SYK	IPI00018597	720.5925
TYK2	IPI00022353	BTK	IPI00029132	720.5925
CSK	IPI00013212	SYK	IPI00018597	720.5925
SYK	IPI00018597	BTK	IPI00029132	720.5925
WASL	IPI00011676	HCK	IPI00029769	719.185
WASPIP	IPI00552369	FRK	IPI00000885	719.185
FYN	IPI00219012	HCLS1	IPI00026156	717.9675
HCLS1	IPI00026156	GRB2	IPI00021327	717.9675
WAS	IPI00001545	GRB2	IPI00021327	717.9675
HIST1H4A	IPI00453473	HIST2H2AC	IPI00339274	717.9675
H3F3A	IPI00219038	HIST2H2AC	IPI00339274	717.9675
TGFBR1	IPI00005733	RHEB	IPI00016669	709.9425
FRK	IPI00000885	WAS	IPI00001545	702.5325
EIF3S4	IPI00290460	RPS7	IPI00013415	699.9275
F2	IPI00019568	APOA2	IPI00021854	698.39
SERPINF2	IPI00029863	SERPINC1	IPI00032179	698.39
CHMP6	IPI00305423	CHMP4A	IPI00023068	695.055
ENTH	IPI00291930	GGA3	IPI00021174	691.225
CAP2	IPI00027342	DSTN	IPI00473014	690.5975
ENTH	IPI00291930	CLTC	IPI00024067	689.6525
CRKL	IPI00004839	SHC3	IPI00409679	688.615
AMBP	IPI00022426	PROC	IPI00021817	687.1625
HCLS1	IPI00026156	WAS	IPI00001545	678.27
JAK2	IPI00031016	CSK	IPI00013212	674.3675
JAK2	IPI00031016	JAK1	IPI00011633	674.3675
SEC24B	IPI00030851	SEC24C	IPI00024661	674.3675
VAV1	IPI00011696	ZAP70	IPI00329789	674.3675
CRKL	IPI00004839	BTK	IPI00029132	674.3675
LSM8	IPI00219871	SNRPE	IPI00029266	666.42
SNRPE	IPI00029266	LSM3	IPI00219229	666.42
SNRPE	IPI00029266	LSM6	IPI00001146	666.42
SNRPE	IPI00029266	LSM4	IPI00294955	666.42
CSNK2B	IPI00010865	HDAC2	IPI00289601	664.7275
CAP1	IPI00008274	CFL1	IPI00012011	664.7275
PROZ	IPI00027843	SERPINC1	IPI00032179	662.2925
PROZ	IPI00027843	SERPIND1	IPI00292950	662.2925
AMBP	IPI00022426	HGFAC	IPI00029193	651.7
C4BPA	IPI00021727	SERPING1	IPI00291866	651.7
ELA2	IPI00027769	CTSG	IPI00028064	651.7
ELA2	IPI00027769	PRTN3	IPI00027409	651.7
F10	IPI00019576	SERPINF1	IPI00006114	651.2975
COPS5	IPI00009958	COPS3	IPI00025721	643.8975
RELB	IPI00221034	CREBBP	IPI00023339	640.8775
YWHAB	IPI00216318	CBLB	IPI00292856	637.14
F10	IPI00019576	C8G	IPI00011261	627.9025
ORM1	IPI00022429	PROC	IPI00021817	627.9025
PROC	IPI00021817	C8G	IPI00011261	627.9025
CSF1R	IPI00011218	HCK	IPI00029769	627.5275
TYK2	IPI00022353	STAT5B	IPI00103415	626.0575
CDK2	IPI00031681	CDC23	IPI00005822	625.645
F2	IPI00019568	PROC	IPI00021817	615.5825
CGA	IPI00000833	FSHB	IPI00000853	613.2975
HCK	IPI00029769	SH3BP2	IPI00219071	613.2975
FGR	IPI00016871	TYK2	IPI00022353	613.2975
FGR	IPI00016871	SH3BP2	IPI00219071	613.2975
TYK2	IPI00022353	SH3BP2	IPI00219071	613.2975
TYK2	IPI00022353	LYN	IPI00298625	613.2975
ZAP70	IPI00329789	SH2D2A	IPI00099806	613.2975
BTK	IPI00029132	LYN	IPI00298625	613.2975
PPFIA3	IPI00398364	PTPRF	IPI00107831	610.7875
PTPRF	IPI00107831	PPFIA1	IPI00163496	610.7875
LCP2	IPI00297169	LCK	IPI00394952	602.9475
F2	IPI00019568	HRG	IPI00022371	601.1325
HRG	IPI00022371	SERPINF2	IPI00029863	601.1325
PSMA7	IPI00024175	PSMB1	IPI00025019	597.96
PSMA7	IPI00024175	PSMB6	IPI00000811	597.96
PSMA7	IPI00024175	PSMB3	IPI00028004	597.96
PSMA7	IPI00024175	PSMB7	IPI00003217	597.96
PSMB1	IPI00025019	PSMA2	IPI00219622	597.96
PSMB1	IPI00025019	PSMA4	IPI00299155	597.96
PSMB1	IPI00025019	PSMB3	IPI00028004	597.96
PSMB1	IPI00025019	PSMA6	IPI00029623	597.96
PSMB1	IPI00025019	PSMA3	IPI00419249	597.96
PSMA2	IPI00219622	PSMB2	IPI00028006	597.96
PSMA4	IPI00299155	PSMB2	IPI00028006	597.96
PSMA4	IPI00299155	PSMB7	IPI00003217	597.96
PSMB6	IPI00000811	PSMB3	IPI00028004	597.96
PSMB2	IPI00028006	PSMA3	IPI00419249	597.96
SNRPD1	IPI00302850	SNRPD2	IPI00017963	597.96
LSM8	IPI00219871	SNRPG	IPI00016572	597
LSM8	IPI00219871	LSM6	IPI00001146	597
LSM8	IPI00219871	SNRPD2	IPI00017963	597
LSM8	IPI00219871	LSM7	IPI00007163	597
SNRPF	IPI00220528	LSM3	IPI00219229	597
SNRPG	IPI00016572	LSM3	IPI00219229	597
SNRPG	IPI00016572	LSM7	IPI00007163	597
LSM3	IPI00219229	SNRPD2	IPI00017963	597
ORC4L	IPI00015164	CDC6	IPI00014575	594.9675
ACTG1	IPI00021439	ACTA2	IPI00008603	594.15
ACTA2	IPI00008603	ACTB	IPI00021440	594.15
STAT5A	IPI00030783	SHC4	IPI00217895	591.94
GTF2A1	IPI00004350	GTF2B	IPI00022820	591.715
NCK2	IPI00306531	FLT1	IPI00018335	585.095
SFRS2	IPI00005978	SFRS1	IPI00215884	583.815
F9	IPI00296176	GGCX	IPI00305698	583.4525
F10	IPI00019576	GGCX	IPI00305698	583.4525
EPS15	IPI00292134	GRB2	IPI00021327	582.0675
PSMA5	IPI00291922	KIF3A	IPI00000455	580.73
GNB3	IPI00029143	GNG5	IPI00027240	571.3325
VAMP4	IPI00299667	STX4A	IPI00029730	570.725
EFNA1	IPI00025840	EPHA1	IPI00294250	566.57
EFNA1	IPI00025840	EPHA2	IPI00021267	566.57
EFNA1	IPI00025840	EPHA8	IPI00021274	566.57
EFNA1	IPI00025840	EPHB2	IPI00021275	566.57
EFNA1	IPI00025840	EPHB3	IPI00289329	566.57
EFNA1	IPI00025840	EPHB4	IPI00289342	566.57
EFNA1	IPI00025840	EPHB1	IPI00008315	566.57
EFNA1	IPI00025840	EPHA4	IPI00008318	566.57
EFNA1	IPI00025840	EPHA7	IPI00016645	566.57
FGR	IPI00016871	SYK	IPI00018597	565.1075
FGR	IPI00016871	BTK	IPI00029132	565.1075
TBP	IPI00022831	GTF2A1	IPI00004350	564.685
JAK2	IPI00031016	LCP2	IPI00297169	564.2675
CSF1R	IPI00011218	SH3BP2	IPI00219071	564.2675
STAT5B	IPI00103415	LCK	IPI00394952	564.2675
EIF4E	IPI00027485	EIF4G2	IPI00015952	561.855
JUNB	IPI00013439	BATF	IPI00007422	555.7275
STAT5A	IPI00030783	LCK	IPI00394952	555.7275
ZAP70	IPI00329789	SLA	IPI00009499	555.7275
BRD4	IPI00440727	HIST1H4A	IPI00453473	552.05
SNAP25	IPI00010470	VAMP3	IPI00549343	551.245
TLR4	IPI00008673	TLR2	IPI00019006	549.4125
JAK2	IPI00031016	HCK	IPI00029769	549.4125
GRAP2	IPI00026928	ZAP70	IPI00329789	549.4125
FGR	IPI00016871	VAV1	IPI00011696	549.4125
NCK1	IPI00028065	CSK	IPI00013212	549.4125
CSK	IPI00013212	BTK	IPI00029132	549.4125
STAT6	IPI00030782	SYK	IPI00018597	549.4125
ARPC2	IPI00005161	ARPC5	IPI00550234	545.875
EIF4G3	IPI00646377	VCP	IPI00022774	544.4375
PSMD12	IPI00185374	PSMD11	IPI00105598	544.235
C20orf6	IPI00024167	RPS3	IPI00011253	541.5575
TAF6	IPI00028579	TAF7	IPI00018111	541.02
WASL	IPI00011676	FGR	IPI00016871	535.64
WASL	IPI00011676	VAV1	IPI00011696	535.64
WASL	IPI00011676	FRK	IPI00000885	535.64
ACTG1	IPI00021439	CTTN	IPI00029601	535.64
SERPING1	IPI00291866	PROZ	IPI00027843	534.745
F10	IPI00019576	F12	IPI00019581	523.9225
COL1A1	IPI00297646	COL3A1	IPI00021033	523.9225
COL1A1	IPI00297646	COL5A1	IPI00303313	523.9225
PROC	IPI00021817	HGFAC	IPI00029193	523.9225
XPO1	IPI00298961	CHC1	IPI00001661	522.94
NCK2	IPI00306531	PDGFRB	IPI00015902	519.695
FLT1	IPI00018335	CRKL	IPI00004839	519.695
MAPK3	IPI00018195	DUSP8	IPI00012270	513.11
TP53	IPI00025087	H2AFX	IPI00219037	510.68
NCK1	IPI00028065	TYK2	IPI00022353	506.2425
SMAD2	IPI00019548	UBXD2	IPI00293946	505.3675
CDK2	IPI00031681	CDC25A	IPI00220981	504.3
NCK2	IPI00306531	JAK1	IPI00011633	497.8375
TYK2	IPI00022353	ZAP70	IPI00329789	497.8375
CSK	IPI00013212	ZAP70	IPI00329789	497.8375
STAT5A	IPI00030783	SYK	IPI00018597	497.8375
STAT5A	IPI00030783	BTK	IPI00029132	497.8375
PLG	IPI00019580	APOH	IPI00298828	496.885
SPINK1	IPI00020687	ELA3B	IPI00307485	496.885
COL1A1	IPI00297646	CTGF	IPI00020977	496.885
CD3D	IPI00022934	CD3E	IPI00012923	496.885
CD3D	IPI00022934	CD3G	IPI00016020	496.885
REG1B	IPI00009027	PRSS1	IPI00011694	496.885
REG1B	IPI00009027	ELA3B	IPI00307485	496.885
CTSG	IPI00028064	PRTN3	IPI00027409	496.885
CDC7	IPI00448121	CDK2	IPI00031681	496.205
MAPK1	IPI00003479	PSMD4	IPI00022694	496.205
CFLAR	IPI00007287	TRADD	IPI00018744	494.155
RELB	IPI00221034	HDAC1	IPI00013774	488.6325
FYN	IPI00219012	PTK2	IPI00012885	487.495
DVL2	IPI00023103	DVL3	IPI00643141	486.4375
PDK1	IPI00014831	PDK3	IPI00014849	486.4375
CGA	IPI00000833	CGB	IPI00000870	486.4125
SERPING1	IPI00291866	C1S	IPI00017696	486.4125
LYN	IPI00298625	JAK1	IPI00011633	486.4125
KIT	IPI00022296	KHDRBS1	IPI00008575	477.7575
HIST1H3A	IPI00465070	ASF1A	IPI00292168	475.2175
CDK2	IPI00031681	PLK1	IPI00021248	475.1725
F2	IPI00019568	C6	IPI00009920	469.3475
SMARCA5	IPI00297211	H2AFX	IPI00219037	465.465
CSNK1A1	IPI00183400	CSNK1D	IPI00011102	463.16
CBLB	IPI00292856	LCK	IPI00394952	459.7125
F2	IPI00019568	RNASE4	IPI00008554	458.33
PROC	IPI00021817	PON1	IPI00555746	458.33
SERPINF2	IPI00029863	HAMP	IPI00025992	458.33
BTG1	IPI00012364	BTG2	IPI00020335	457.9275
VPS24	IPI00100673	CHMP4A	IPI00023068	457.215
TEC	IPI00000878	INSL3	IPI00002773	455.0525
ZAP70	IPI00329789	SH3BP2	IPI00219071	455.0525
CRKL	IPI00004839	LCK	IPI00394952	455.0525
ORC4L	IPI00015164	ORC2L	IPI00013216	453.6275
CHRM2	IPI00027473	GNA11	IPI00305551	448.9975
CHRM2	IPI00027473	GNAI1	IPI00337415	448.9975
XPO1	IPI00298961	SYNCRIP	IPI00018140	447.1225
RANBP5	IPI00329200	RAE1	IPI00019733	445.3225
TYK2	IPI00022353	DOCK2	IPI00022449	445.125
F2	IPI00019568	APOH	IPI00298828	438.9225
F9	IPI00296176	APOH	IPI00298828	438.9225
QARS	IPI00026665	EPRS	IPI00013452	435.7425
F2	IPI00019568	SERPINA3	IPI00550991	434.64
F10	IPI00019576	SERPINA3	IPI00550991	434.64
PROC	IPI00021817	F5	IPI00478809	434.64
PROC	IPI00021817	SERPINA3	IPI00550991	434.64
TAF4	IPI00413755	TAF12	IPI00002806	433.7225
DIAPH1	IPI00030876	ACTB	IPI00021440	431.8
EIF5	IPI00022648	EIF3S10	IPI00029012	424.24
ORC5L	IPI00015143	CDC6	IPI00014575	423.2475
EIF4E	IPI00027485	EIF4A1	IPI00025491	423.2475
EIF2S2	IPI00021728	EIF2B1	IPI00221300	423.2475
BUB3	IPI00013468	NUP98	IPI00337397	422.8
ARPC1B	IPI00005160	ACTR3	IPI00028091	420.16
CALM2	IPI00075248	RELB	IPI00221034	419.915
CAP2	IPI00027342	CFL2	IPI00413344	418.585
PSMD4	IPI00022694	NULL	IPI00455567	418.585
CDC7	IPI00448121	MCM7	IPI00299904	417.3825
CDC7	IPI00448121	MCM6	IPI00031517	417.3825
PSMA4	IPI00299155	PSMB4	IPI00556607	417.3825
